ProductID,Date,Zip,Units,Revenue,Country
2235,12/15/1999,T2Y,1,65.5725,Canada
2241,12/15/1999,T5Y,1,86.5725,Canada
2241,12/15/1999,V5L,1,86.5725,Canada
2255,12/15/1999,T5H,2,115.395,Canada
2268,12/15/1999,T2J,1,309.6975,Canada
2407,12/15/1999,T6K,1,73.4475,Canada
2046,7/26/2002,T5K,1,433.0725,Canada
981,7/26/2002,T1Y,1,157.4475,Canada
2359,7/26/2002,T5Y,1,430.4475,Canada
772,12/15/1999,V5N,1,167.9475,Canada
785,12/15/1999,T5H,1,68.1975,Canada
785,12/15/1999,V5Z,1,68.1975,Canada
785,12/15/1999,V6A,1,68.1975,Canada
786,12/15/1999,V6B,1,68.1975,Canada
852,12/15/1999,T1Y,1,771.6975,Canada
1014,12/15/1999,T6G,1,86.5725,Canada
1046,12/15/1999,R2L,1,99.6975,Canada
2359,7/29/2002,V5N,1,430.4475,Canada
491,4/23/2003,V6Z,1,890.6625,Canada
1965,4/23/2003,T3C,1,89.1975,Canada
2050,4/23/2003,T2X,1,503.9475,Canada
571,4/23/2003,V6S,1,527.1,Canada
1174,4/23/2003,T6E,1,577.4475,Canada
2353,4/23/2003,T2L,1,414.6975,Canada
2359,4/23/2003,V6J,1,446.1975,Canada
906,4/23/2003,T6E,1,419.9475,Canada
1203,4/23/2003,T5K,1,320.1975,Canada
2055,4/23/2003,T2A,1,569.5725,Canada
2071,4/23/2003,T6K,1,346.4475,Canada
1182,4/23/2003,T6K,1,157.4475,Canada
1964,4/23/2003,T3C,1,89.1975,Canada
2055,4/23/2003,T3G,1,569.5725,Canada
2082,4/23/2003,T6K,1,335.9475,Canada
1131,12/15/1999,V6J,1,419.9475,Canada
1215,12/15/1999,V6J,1,367.4475,Canada
1444,12/15/1999,T5N,1,103.32,Canada
1961,12/15/1999,V6A,1,98.6475,Canada
1974,12/15/1999,V6H,3,165.2175,Canada
1975,12/15/1999,V6T,1,55.0725,Canada
2234,12/15/1999,V5W,2,131.145,Canada
2235,12/15/1999,T6K,1,65.5725,Canada
2240,12/15/1999,V6A,1,86.5725,Canada
2254,12/15/1999,T6T,1,57.6975,Canada
2279,12/15/1999,T2C,1,165.3225,Canada
2279,12/15/1999,V5N,2,330.645,Canada
475,1/1/2000,T6T,1,978.075,Canada
396,1/1/2000,T1Y,1,865.725,Canada
580,1/1/2000,T6T,1,756.7875,Canada
681,1/1/2000,T2J,1,648.6375,Canada
443,1/1/2000,V6H,1,799.05,Canada
475,1/1/2000,T6G,1,978.075,Canada
574,1/1/2000,V5Z,1,839.7375,Canada
631,1/1/2000,T3R,1,346.2375,Canada
445,1/1/2000,V6A,1,841.05,Canada
596,1/1/2000,T6V,1,752.325,Canada
400,1/1/2000,V5V,1,689.325,Canada
631,1/1/2000,V5X,1,346.2375,Canada
565,1/1/2000,T6V,1,839.7375,Canada
551,4/23/2003,T6V,1,922.1625,Canada
1005,4/23/2003,T2Y,1,110.1975,Canada
1230,4/23/2003,T6E,1,472.4475,Canada
2064,4/23/2003,T2X,1,496.0725,Canada
551,4/23/2003,T2L,1,922.1625,Canada
551,4/23/2003,T6E,1,922.1625,Canada
642,4/23/2003,T6S,1,903.7875,Canada
1184,4/23/2003,T6E,1,629.9475,Canada
2379,7/29/2002,V7Y,1,178.4475,Canada
596,7/29/2002,T6J,1,776.7375,Canada
1182,7/29/2002,V6T,1,173.1975,Canada
786,7/30/2002,T2J,1,68.1975,Canada
1991,7/30/2002,R2G,1,309.6975,Canada
2045,7/30/2002,V5N,1,419.9475,Canada
400,1/1/2000,V6R,1,689.325,Canada
574,1/1/2000,T5Y,1,839.7375,Canada
604,1/1/2000,T2J,1,461.7375,Canada
797,1/3/2000,T5B,1,304.4475,Canada
795,1/3/2000,T5Y,1,275.5725,Canada
796,1/3/2000,T5Y,1,275.5725,Canada
740,1/4/2000,V6T,1,173.1975,Canada
768,1/4/2000,T5V,1,104.9475,Canada
739,1/4/2000,V6T,1,173.1975,Canada
771,3/27/2000,T1Y,1,167.9475,Canada
1014,3/27/2000,V5V,1,86.5725,Canada
1230,3/27/2000,V7M,1,524.9475,Canada
772,3/27/2000,T1Y,1,167.9475,Canada
2331,3/27/2000,V5Z,1,540.6975,Canada
992,3/27/2000,R2C,1,288.6975,Canada
1173,3/27/2000,T3C,1,535.4475,Canada
990,3/27/2000,V5Z,1,440.9475,Canada
2388,3/28/2000,V7Y,1,314.9475,Canada
93,3/28/2000,T2C,1,1008,Canada
740,3/28/2000,V7V,1,170.5725,Canada
2050,3/28/2000,V7X,1,501.3225,Canada
2083,3/28/2000,T6T,1,312.3225,Canada
2352,3/28/2000,V7X,1,367.4475,Canada
1191,3/28/2000,T6G,1,262.4475,Canada
2045,3/28/2000,T3C,1,412.0725,Canada
739,3/28/2000,V7V,1,170.5725,Canada
2045,3/28/2000,T6T,1,412.0725,Canada
596,8/13/2002,T6G,1,776.7375,Canada
2388,8/13/2002,R2G,1,309.6975,Canada
2054,8/13/2002,T6S,1,545.9475,Canada
2373,8/13/2002,V6Z,1,577.4475,Canada
1144,8/13/2002,T3G,1,414.6975,Canada
2054,8/13/2002,V6Z,1,545.9475,Canada
443,4/25/2003,T1Y,1,851.2875,Canada
2240,4/25/2003,V5Z,1,89.1975,Canada
1191,8/5/2002,T5K,1,267.6975,Canada
2295,8/5/2002,V6J,1,887.1975,Canada
573,8/5/2002,V6T,1,313.6875,Canada
485,3/1/2000,T2C,1,812.4375,Canada
532,3/1/2000,T5Y,1,556.4475,Canada
565,3/1/2000,T6J,1,839.7375,Canada
573,3/1/2000,T6B,1,280.6125,Canada
645,3/1/2000,V7Y,1,706.125,Canada
658,3/1/2000,T6R,1,911.925,Canada
663,3/1/2000,T5G,1,771.75,Canada
676,3/1/2000,V5T,1,808.2375,Canada
2012,3/1/2000,V7M,1,377.9475,Canada
609,8/7/2002,V6Z,1,850.2375,Canada
910,3/6/2000,T2H,1,414.6975,Canada
2056,3/6/2000,V6N,1,328.0725,Canada
785,3/6/2000,V5Z,1,68.1975,Canada
990,3/6/2000,V5N,1,503.9475,Canada
1003,3/6/2000,V7W,1,86.5725,Canada
2056,3/6/2000,T2N,1,328.0725,Canada
2407,3/6/2000,V5T,1,73.4475,Canada
786,3/6/2000,V5Z,1,68.1975,Canada
1014,3/7/2000,T6T,1,86.5725,Canada
757,3/7/2000,V6Z,1,83.9475,Canada
2407,3/7/2000,V7R,1,73.4475,Canada
758,3/7/2000,V6Z,1,83.9475,Canada
2352,3/7/2000,V6R,1,367.4475,Canada
2380,3/7/2000,R2C,1,299.1975,Canada
964,3/7/2000,T6V,1,325.4475,Canada
2332,3/7/2000,V6Z,1,419.9475,Canada
1215,3/8/2000,T3C,1,367.4475,Canada
964,3/8/2000,T3G,1,314.9475,Canada
2353,3/8/2000,T2X,1,409.4475,Canada
2407,3/8/2000,R2G,1,73.4475,Canada
992,3/8/2000,V6Z,1,288.6975,Canada
787,3/8/2000,T2J,1,299.1975,Canada
1148,3/8/2000,V5X,1,299.1975,Canada
2279,3/8/2000,T2X,1,165.3225,Canada
788,3/8/2000,T2J,1,299.1975,Canada
964,3/8/2000,T2Y,1,325.4475,Canada
1188,3/8/2000,V7Y,1,472.4475,Canada
2045,3/9/2000,T2X,1,412.0725,Canada
1230,3/9/2000,V7K,1,524.9475,Canada
2070,3/9/2000,V6J,1,522.3225,Canada
2045,3/9/2000,V5V,1,412.0725,Canada
2055,3/9/2000,T6J,1,566.9475,Canada
2055,3/9/2000,V6H,1,566.9475,Canada
993,3/9/2000,V6Z,1,299.1975,Canada
2012,3/9/2000,T5Y,1,380.5725,Canada
910,3/9/2000,V5T,1,414.6975,Canada
757,3/10/2000,V7M,1,83.9475,Canada
964,3/10/2000,V6Z,1,325.4475,Canada
2373,3/10/2000,T6G,1,556.4475,Canada
758,3/10/2000,V7M,1,83.9475,Canada
2332,3/10/2000,V7X,1,419.9475,Canada
1132,3/10/2000,T6S,1,629.9475,Canada
1894,3/10/2000,V6N,1,713.7375,Canada
838,3/10/2000,V6H,1,923.9475,Canada
2388,3/10/2000,T5Y,1,314.9475,Canada
1894,3/10/2000,T5B,1,713.7375,Canada
767,3/13/2000,T6E,1,104.9475,Canada
2396,8/8/2002,T2X,1,89.1975,Canada
1139,8/8/2002,T6G,1,682.4475,Canada
2055,8/8/2002,R2L,1,569.5725,Canada
726,8/8/2002,V6H,1,120.6975,Canada
1201,4/24/2003,V6Z,1,577.4475,Canada
2055,4/24/2003,V6H,1,569.5725,Canada
2275,4/24/2003,V5V,1,330.6975,Canada
573,4/24/2003,T6K,1,313.6875,Canada
726,4/24/2003,V5Z,1,110.1975,Canada
725,3/17/2000,V6E,1,115.4475,Canada
843,3/17/2000,V6G,1,524.9475,Canada
2352,3/17/2000,V6T,1,367.4475,Canada
2241,4/25/2003,V5Z,1,89.1975,Canada
726,4/25/2003,V5V,1,110.1975,Canada
2022,4/25/2003,T2J,1,283.4475,Canada
2205,4/25/2003,T6G,1,146.9475,Canada
2353,4/25/2003,T6G,1,414.6975,Canada
895,4/25/2003,T6G,1,577.4475,Canada
966,4/25/2003,V7L,1,472.4475,Canada
443,8/8/2002,V6G,1,851.2875,Canada
725,8/8/2002,V6H,1,120.6975,Canada
1479,8/8/2002,T6W,1,372.645,Canada
1046,8/8/2002,V6G,1,104.9475,Canada
1480,8/8/2002,T6W,1,372.645,Canada
2343,8/9/2002,T6G,1,446.1975,Canada
669,8/9/2002,R2C,1,1364.7375,Canada
1213,8/9/2002,R2L,1,556.4475,Canada
2407,3/17/2000,T6V,1,73.4475,Canada
726,3/17/2000,V6E,1,115.4475,Canada
989,3/17/2000,T6K,1,435.6975,Canada
725,3/20/2000,V6G,1,115.4475,Canada
1053,3/20/2000,V5V,1,257.1975,Canada
2254,3/20/2000,T2S,1,57.6975,Canada
726,3/20/2000,V5X,1,115.4475,Canada
1188,3/20/2000,V5T,1,472.4475,Canada
2055,3/20/2000,T6G,1,566.9475,Canada
2204,3/20/2000,T5J,1,157.4475,Canada
2388,3/20/2000,T5V,1,314.9475,Canada
2205,3/20/2000,T5J,1,157.4475,Canada
2250,3/20/2000,T5Y,1,120.6975,Canada
2255,3/20/2000,T2S,1,57.6975,Canada
2332,3/20/2000,T6G,1,419.9475,Canada
838,3/20/2000,V6G,1,950.1975,Canada
2045,3/20/2000,T5L,2,824.145,Canada
2070,3/20/2000,V6H,1,522.3225,Canada
2277,3/20/2000,T1Y,1,257.1975,Canada
843,3/20/2000,V5Z,1,524.9475,Canada
981,3/20/2000,V5N,1,157.4475,Canada
2016,3/20/2000,T5N,1,301.8225,Canada
725,3/20/2000,V5X,1,115.4475,Canada
990,3/20/2000,V6R,1,440.9475,Canada
1061,3/20/2000,R2G,1,141.6975,Canada
2332,3/20/2000,T5K,1,419.9475,Canada
2332,3/20/2000,V6Z,1,419.9475,Canada
726,3/20/2000,V6G,1,115.4475,Canada
1062,3/20/2000,R2G,1,141.6975,Canada
2251,3/20/2000,T5Y,1,120.6975,Canada
739,3/21/2000,V6M,1,173.1975,Canada
962,3/21/2000,T3G,1,509.1975,Canada
740,3/21/2000,V6M,1,173.1975,Canada
1117,3/21/2000,V7W,1,299.1975,Canada
2064,3/21/2000,V6Z,1,488.1975,Canada
2373,3/21/2000,T6H,1,551.1975,Canada
1894,3/31/2000,T6V,1,682.2375,Canada
247,3/31/2000,T6T,1,367.2375,Canada
94,3/31/2000,V6H,1,876.75,Canada
228,3/31/2000,T6V,1,655.9875,Canada
2082,4/25/2003,T6G,1,335.9475,Canada
1168,4/25/2003,V6A,1,377.9475,Canada
2204,4/25/2003,T6G,1,146.9475,Canada
2359,4/25/2003,T5L,1,446.1975,Canada
2379,4/25/2003,T2Z,1,178.4475,Canada
396,4/25/2003,T6S,1,913.7625,Canada
2332,4/25/2003,T3G,1,419.9475,Canada
2374,4/25/2003,T6E,1,650.9475,Canada
2388,4/25/2003,V6G,1,309.6975,Canada
768,3/13/2000,T6E,1,104.9475,Canada
1229,3/13/2000,T3G,1,241.4475,Canada
1909,3/13/2000,V6J,1,202.0725,Canada
910,3/13/2000,T5K,1,414.6975,Canada
797,3/13/2000,R2C,1,304.4475,Canada
981,3/13/2000,T3B,1,157.4475,Canada
1182,3/13/2000,V6S,1,157.4475,Canada
1173,3/13/2000,V5W,1,535.4475,Canada
1117,3/13/2000,T6E,1,299.1975,Canada
843,3/14/2000,T6G,1,524.9475,Canada
1075,3/14/2000,T5Y,1,254.5725,Canada
940,3/14/2000,T6G,1,687.6975,Canada
979,3/14/2000,T2A,1,393.6975,Canada
2270,3/14/2000,V6B,1,309.6975,Canada
837,3/14/2000,T6E,1,813.6975,Canada
862,3/14/2000,T6G,1,178.4475,Canada
1014,3/14/2000,T5Z,1,86.5725,Canada
1076,3/14/2000,T5Y,1,254.5725,Canada
940,3/15/2000,T6E,1,687.6975,Canada
2016,3/15/2000,V5M,1,301.8225,Canada
1168,3/15/2000,T5K,1,377.9475,Canada
2064,3/15/2000,V5N,1,488.1975,Canada
2047,3/15/2000,V7M,1,380.5725,Canada
2070,3/15/2000,T5B,1,522.3225,Canada
833,3/16/2000,T6S,1,797.9475,Canada
2094,3/16/2000,V6M,1,433.0725,Canada
2240,3/16/2000,V7M,1,86.5725,Canada
2359,3/16/2000,T6K,2,818.895,Canada
769,3/16/2000,V5W,1,257.1975,Canada
1974,3/16/2000,V6B,1,55.0725,Canada
2241,3/16/2000,V5W,1,86.5725,Canada
910,3/16/2000,V6Z,1,414.6975,Canada
2270,3/16/2000,T2J,1,309.6975,Canada
914,3/16/2000,T3G,1,556.4475,Canada
2241,3/16/2000,V7M,1,86.5725,Canada
770,3/16/2000,V5W,1,257.1975,Canada
1975,3/16/2000,V6B,1,55.0725,Canada
2094,3/16/2000,V6J,1,435.6975,Canada
2373,3/16/2000,T6J,1,556.4475,Canada
2240,3/16/2000,V5W,1,86.5725,Canada
910,3/17/2000,V5V,1,414.6975,Canada
962,3/17/2000,T6J,1,524.9475,Canada
964,3/17/2000,V5X,1,314.9475,Canada
992,3/17/2000,V5Z,1,288.6975,Canada
992,3/22/2000,T6E,1,288.6975,Canada
1173,3/22/2000,T1Y,1,535.4475,Canada
1186,3/22/2000,T6E,1,425.1975,Canada
2016,3/22/2000,T6E,1,301.8225,Canada
1157,3/22/2000,V7Y,1,383.1975,Canada
1191,3/22/2000,T3G,1,262.4475,Canada
1222,3/22/2000,R2C,1,383.1975,Canada
2083,3/22/2000,T6G,1,309.6975,Canada
910,3/22/2000,T6K,1,414.6975,Canada
1014,3/22/2000,V5V,1,86.5725,Canada
2055,3/22/2000,R2C,1,566.9475,Canada
2083,3/22/2000,R2G,1,312.3225,Canada
2332,3/22/2000,T1Y,1,419.9475,Canada
910,8/10/2002,T6E,1,430.4475,Canada
36,8/10/2002,V5M,1,456.225,Canada
396,8/10/2002,R2K,1,913.7625,Canada
966,8/10/2002,T2C,1,472.4475,Canada
596,8/10/2002,T6W,1,797.2125,Canada
785,8/10/2002,V5W,1,68.1975,Canada
786,8/10/2002,T2Z,1,68.1975,Canada
396,8/10/2002,T6T,1,913.7625,Canada
785,8/10/2002,T2Z,1,68.1975,Canada
786,8/10/2002,V5W,1,68.1975,Canada
1075,8/12/2002,T6R,1,259.8225,Canada
2332,8/12/2002,T2X,1,367.4475,Canada
1076,8/12/2002,T6R,1,259.8225,Canada
2064,8/12/2002,T6J,1,496.0725,Canada
488,8/13/2002,T6G,1,1098.5625,Canada
645,8/13/2002,T6G,1,749.4375,Canada
2407,3/23/2000,T6V,1,73.4475,Canada
2279,3/23/2000,T2L,1,165.3225,Canada
1188,3/23/2000,T3C,1,472.4475,Canada
2083,3/23/2000,V7W,1,309.6975,Canada
770,3/23/2000,V5W,1,257.1975,Canada
769,3/23/2000,V5W,1,257.1975,Canada
1184,3/23/2000,T2X,1,629.9475,Canada
2070,3/23/2000,V7W,1,522.3225,Canada
990,3/24/2000,V6Z,1,430.4475,Canada
2373,3/24/2000,T2X,1,556.4475,Canada
852,3/29/2000,V7W,1,771.6975,Canada
1062,3/29/2000,V6R,1,141.6975,Canada
2047,3/29/2000,T6J,1,377.9475,Canada
2284,3/29/2000,T5B,1,299.1975,Canada
2332,3/29/2000,T6E,1,419.9475,Canada
921,3/29/2000,T6E,1,524.9475,Canada
1061,3/29/2000,V6R,1,141.6975,Canada
1173,3/30/2000,T1Y,1,535.4475,Canada
1894,3/30/2000,T5B,1,713.7375,Canada
1109,3/30/2000,V6S,2,419.895,Canada
2047,3/30/2000,T6T,1,380.5725,Canada
2373,3/30/2000,T6V,1,556.4475,Canada
2374,3/30/2000,T2C,1,640.4475,Canada
1110,3/30/2000,V6S,2,419.895,Canada
1766,3/30/2000,V6S,1,724.4475,Canada
1766,3/30/2000,V6T,1,724.4475,Canada
2032,3/30/2000,T1Y,1,225.6975,Canada
2064,3/30/2000,T1Y,1,488.1975,Canada
921,3/30/2000,T6E,1,524.9475,Canada
2055,3/30/2000,T1Y,1,566.9475,Canada
632,4/26/2003,T6E,1,403.725,Canada
606,4/26/2003,T2J,1,337.8375,Canada
992,4/26/2003,V7W,1,278.1975,Canada
606,4/26/2003,T2C,1,337.8375,Canada
638,4/26/2003,T5G,1,1008.7875,Canada
2213,4/28/2003,T2S,1,89.1975,Canada
683,8/14/2002,V7Y,1,860.7375,Canada
2332,8/14/2002,V7Y,1,367.4475,Canada
2343,8/14/2002,T3R,1,446.1975,Canada
757,8/14/2002,V6M,1,73.4475,Canada
2112,8/14/2002,T3P,1,572.1975,Canada
491,8/14/2002,T5Y,1,890.6625,Canada
785,3/31/2000,V5V,1,68.1975,Canada
472,8/16/2002,T6K,1,961.275,Canada
632,8/16/2002,T6G,1,403.725,Canada
2083,5/3/2000,K1A,1,312.3225,Canada
910,5/3/2000,R3H,1,414.6975,Canada
2295,5/3/2000,M5R,1,845.1975,Canada
2204,5/3/2000,M4X,1,157.4475,Canada
1173,5/4/2000,R3V,1,535.4475,Canada
2045,5/4/2000,M4V,1,412.0725,Canada
2047,5/4/2000,R3V,1,380.5725,Canada
2277,5/4/2000,M5X,1,257.1975,Canada
1173,5/4/2000,K1K,1,535.4475,Canada
145,5/5/2000,H2Y,1,471.975,Canada
895,5/5/2000,K1N,1,524.9475,Canada
964,5/10/2000,M4E,1,325.4475,Canada
990,5/10/2000,M4N,1,440.9475,Canada
2270,5/10/2000,R3G,1,309.6975,Canada
757,5/10/2000,R3H,1,83.9475,Canada
786,5/10/2000,R3H,1,68.1975,Canada
910,5/11/2000,K1H,1,414.6975,Canada
964,5/11/2000,R3N,1,325.4475,Canada
2234,5/11/2000,M6H,1,65.5725,Canada
785,5/11/2000,R3V,1,68.1975,Canada
990,5/11/2000,R3B,1,430.4475,Canada
786,5/11/2000,R3V,1,68.1975,Canada
838,5/11/2000,R3V,1,923.9475,Canada
852,5/11/2000,R3Y,1,771.6975,Canada
992,5/11/2000,R3H,1,288.6975,Canada
2055,5/11/2000,L5P,1,566.9475,Canada
990,5/11/2000,R3G,1,440.9475,Canada
2235,5/11/2000,M6H,1,65.5725,Canada
914,5/11/2000,R3E,1,577.4475,Canada
989,5/12/2000,L4X,1,419.9475,Canada
768,4/29/2003,L5T,1,94.4475,Canada
491,4/29/2003,K1N,1,890.6625,Canada
642,4/29/2003,M4X,1,903.7875,Canada
964,4/29/2003,K1N,1,330.6975,Canada
990,4/29/2003,L5R,1,430.4475,Canada
632,4/29/2003,M6H,1,403.725,Canada
681,4/29/2003,L5R,1,715.8375,Canada
2359,8/27/2002,L5R,1,430.4475,Canada
559,8/28/2002,L5G,1,643.3875,Canada
730,8/28/2002,R3G,1,309.6975,Canada
1185,5/12/2000,H1B,1,419.9475,Canada
1894,5/13/2000,M4V,1,713.7375,Canada
396,5/15/2000,K1N,1,865.725,Canada
396,5/15/2000,M4E,1,865.725,Canada
574,5/15/2000,R3G,2,1679.475,Canada
580,5/15/2000,R3G,1,756.7875,Canada
609,5/15/2000,K2P,2,1604.4,Canada
609,5/15/2000,M4V,1,802.2,Canada
676,5/15/2000,H1B,1,808.2375,Canada
565,5/15/2000,M5N,1,839.7375,Canada
574,5/15/2000,M6H,1,839.7375,Canada
609,5/15/2000,K1H,1,802.2,Canada
609,5/15/2000,L5R,1,802.2,Canada
2252,5/15/2000,R3G,1,131.1975,Canada
574,5/15/2000,H1G,1,839.7375,Canada
606,5/15/2000,M6S,1,314.7375,Canada
609,5/15/2000,M6G,1,802.2,Canada
663,5/15/2000,R3H,1,771.75,Canada
687,5/15/2000,H1B,1,445.9875,Canada
1186,5/15/2000,R3B,1,425.1975,Canada
2055,5/15/2000,R3S,1,566.9475,Canada
2253,5/15/2000,R3G,1,131.1975,Canada
2373,5/15/2000,K1R,1,556.4475,Canada
2380,5/15/2000,H1B,1,299.1975,Canada
396,5/15/2000,M7Y,1,865.725,Canada
433,5/15/2000,K1R,1,810.8625,Canada
475,5/15/2000,R3Y,1,978.075,Canada
574,5/15/2000,H1B,2,1679.475,Canada
739,5/15/2000,R3E,1,173.1975,Canada
604,8/28/2002,M5X,1,494.8125,Canada
757,8/28/2002,R3H,1,83.9475,Canada
786,8/28/2002,R3H,1,68.1975,Canada
729,8/28/2002,R3G,1,309.6975,Canada
785,8/28/2002,R3H,1,68.1975,Canada
2055,8/28/2002,M7Y,1,569.5725,Canada
758,8/28/2002,R3H,1,83.9475,Canada
966,8/28/2002,M4V,1,488.1975,Canada
2331,8/28/2002,H1B,1,540.6975,Canada
1186,8/29/2002,M6S,1,404.1975,Canada
1182,8/29/2002,H1B,1,157.4475,Canada
2359,8/29/2002,M4V,1,430.4475,Canada
400,8/29/2002,L5N,1,772.275,Canada
940,8/29/2002,K1R,1,698.1975,Canada
1065,8/29/2002,R3B,1,304.4475,Canada
1120,8/29/2002,L5N,1,181.0725,Canada
992,8/29/2002,K1H,1,278.1975,Canada
2254,5/15/2000,L5N,1,57.6975,Canada
2359,5/15/2000,M7Y,1,409.4475,Canada
2388,5/15/2000,M7Y,1,314.9475,Canada
2407,5/15/2000,L5R,1,73.4475,Canada
396,5/15/2000,L4Y,1,865.725,Canada
609,5/15/2000,R3E,1,802.2,Canada
609,5/15/2000,M5X,1,802.2,Canada
676,5/15/2000,M5X,1,808.2375,Canada
1173,5/15/2000,R3V,1,535.4475,Canada
2359,5/15/2000,L5N,1,409.4475,Canada
445,5/15/2000,L5R,1,841.05,Canada
550,5/15/2000,H1B,1,403.9875,Canada
565,5/15/2000,R3H,1,839.7375,Canada
609,5/15/2000,K1Y,1,802.2,Canada
609,5/15/2000,M5B,1,802.2,Canada
687,5/15/2000,L5N,1,445.9875,Canada
740,5/15/2000,R3E,1,173.1975,Canada
895,5/15/2000,M4V,1,524.9475,Canada
2255,5/15/2000,L5N,1,57.6975,Canada
2362,5/15/2000,M6S,1,751.8,Canada
2374,5/15/2000,L5N,1,640.4475,Canada
550,5/15/2000,R3M,1,403.9875,Canada
609,5/15/2000,L5N,1,802.2,Canada
512,5/15/2000,L5V,1,230.7375,Canada
2373,4/25/2003,T6V,1,619.4475,Canada
634,4/25/2003,V6Z,1,897.75,Canada
2074,3/28/2000,T6H,1,330.6975,Canada
1188,3/29/2000,T5H,1,472.4475,Canada
2055,3/29/2000,T2S,1,566.9475,Canada
2331,3/29/2000,T2X,1,540.6975,Canada
512,8/15/2002,T5K,1,241.2375,Canada
565,8/15/2002,V6M,1,890.6625,Canada
1174,8/15/2002,T2J,1,577.4475,Canada
565,8/15/2002,V6A,1,890.6625,Canada
2284,8/15/2002,V6J,1,309.6975,Canada
1186,8/16/2002,T2X,1,404.1975,Canada
964,8/16/2002,V6T,1,335.9475,Canada
2280,8/16/2002,V6E,1,154.8225,Canada
502,8/16/2002,V5V,1,1105.9125,Canada
573,4/1/2000,V6E,1,280.6125,Canada
596,4/1/2000,T5K,1,752.325,Canada
609,4/1/2000,T6R,1,802.2,Canada
676,4/1/2000,T5H,1,808.2375,Canada
396,4/1/2000,T6T,1,865.725,Canada
396,4/1/2000,V6R,1,865.725,Canada
559,4/1/2000,V6G,1,590.3625,Canada
609,4/1/2000,V5Z,1,802.2,Canada
681,4/1/2000,T6H,1,648.6375,Canada
396,4/1/2000,T6R,1,865.725,Canada
574,4/1/2000,V5W,1,839.7375,Canada
606,4/1/2000,T1Y,1,314.7375,Canada
609,4/1/2000,V6G,1,802.2,Canada
443,4/1/2000,V6Z,1,799.05,Canada
604,4/1/2000,T2J,1,461.7375,Canada
606,4/1/2000,T6J,1,314.7375,Canada
396,4/1/2000,T6V,1,865.725,Canada
445,4/1/2000,V5T,1,841.05,Canada
475,4/1/2000,T6E,1,978.075,Canada
565,4/1/2000,T6E,1,839.7375,Canada
606,4/1/2000,V6Z,1,314.7375,Canada
676,4/1/2000,T6G,1,808.2375,Canada
1230,4/3/2000,T2X,1,524.9475,Canada
726,4/3/2000,V5Z,1,115.4475,Canada
1318,4/3/2000,T5W,1,309.645,Canada
1409,4/3/2000,T3R,1,98.07,Canada
1490,4/3/2000,V5W,1,262.395,Canada
1227,4/3/2000,T6G,1,320.1975,Canada
559,8/16/2002,T2E,1,643.3875,Canada
964,8/16/2002,T6S,1,330.6975,Canada
767,8/16/2002,T6S,1,94.4475,Canada
2055,4/7/2000,T3G,1,566.9475,Canada
2222,4/7/2000,T2L,1,246.6975,Canada
2284,4/7/2000,V5Z,1,299.1975,Canada
2055,4/7/2000,V6J,1,566.9475,Canada
992,4/7/2000,T5C,1,288.6975,Canada
2223,4/7/2000,T2L,1,246.6975,Canada
2352,4/7/2000,V5Z,1,367.4475,Canada
1975,4/10/2000,V5N,1,55.0725,Canada
2050,4/10/2000,V5M,1,501.3225,Canada
2380,4/10/2000,T6J,1,299.1975,Canada
1168,6/30/2003,V6Z,1,367.4475,Canada
1975,6/30/2003,V7M,1,57.6975,Canada
2091,6/30/2003,V7W,1,157.4475,Canada
2352,6/30/2003,V5X,1,367.4475,Canada
1095,6/30/2003,V6Z,1,125.9475,Canada
1144,6/16/2003,V5W,1,414.6975,Canada
2055,4/10/2000,V6A,1,566.9475,Canada
2047,4/10/2000,V7M,1,380.5725,Canada
2240,4/10/2000,V5W,1,86.5725,Canada
1139,4/10/2000,V6A,1,671.9475,Canada
1974,4/10/2000,V5N,1,55.0725,Canada
2055,4/10/2000,V6H,1,566.9475,Canada
990,4/10/2000,V6N,1,430.4475,Canada
2241,4/10/2000,V5W,1,86.5725,Canada
1166,4/11/2000,T6H,2,1102.395,Canada
910,4/11/2000,T6H,1,414.6975,Canada
1215,4/11/2000,T5L,1,367.4475,Canada
2250,4/11/2000,V5V,1,120.6975,Canada
2251,4/11/2000,V5V,1,120.6975,Canada
1173,4/11/2000,T6H,1,535.4475,Canada
1215,4/11/2000,T6E,1,367.4475,Canada
2055,4/11/2000,V7W,1,566.9475,Canada
1230,4/11/2000,T6E,1,524.9475,Canada
910,4/12/2000,V5V,1,414.6975,Canada
2055,4/12/2000,V5P,1,566.9475,Canada
2388,4/12/2000,T2N,2,629.895,Canada
921,4/12/2000,V6C,1,524.9475,Canada
2357,4/12/2000,T5K,1,278.1975,Canada
1974,4/17/2000,V6L,1,55.0725,Canada
2032,4/17/2000,T2X,1,225.6975,Canada
2222,4/17/2000,V6S,1,246.6975,Canada
921,4/18/2000,V6Z,1,524.9475,Canada
989,4/18/2000,T6H,1,419.9475,Canada
797,4/18/2000,T2X,1,304.4475,Canada
921,4/18/2000,T6E,1,524.9475,Canada
726,4/18/2000,T2A,1,115.4475,Canada
725,4/18/2000,T2A,1,115.4475,Canada
964,4/18/2000,V6R,1,314.9475,Canada
1003,4/18/2000,T3G,1,86.5725,Canada
1186,4/18/2000,V5X,1,425.1975,Canada
2332,4/18/2000,V6A,1,419.9475,Canada
